Customer_ID,Full_Name,ID_Number,Date_of_Birth,Age,Gender,Phone_Number,Email,Address,Location,Employment_Status,Monthly_Income_Bracket,Estimated_Monthly_Income,Account_Opening_Date,Has_Savings_Account,Account_Balance,Loan_ID,Loan_Product,Loan_Amount,Interest_Rate,Term_Type,Term_Months,Term_Weeks,Total_Loan_Amount,Loan_Disbursement_Date,Next_Due_Date,Loan_Status,Outstanding_Balance,Total_Paid,Overdue_Amount,Payments_Made,Payments_Missed,Number_of_Loans,Number_of_Declined_Loans,Declined_Loans_Details,Profile_Type,Is_Defaulter
CUST-001190,Gabrielle Moore,676***42,2000-01-09,26,Female,+254 *** *** 064,uh***y@outlook.co.ke,"132 Amanda Valley, Mombasa Road",Mombasa Road,Self-employed/Business owner,"50,001 - 100,000",75000,2023-09-28,No,3153.78,LOAN-001190-01,Emergency Loan,99000,22.0,monthly,3.0,,120780.0,2025-12-03,2026-02-01,Active,80520.0,40260.0,6063.67,1,1,1,2,"School Fees Loan (78,000 KES) - Insufficient income; Cash Loan (115,000 KES) - Poor credit history",Young Entrepreneur,No
CUST-001191,Jennifer Arnold,969***23,1992-04-08,33,Female,+254 *** *** 399,es***a@gmail.co.ke,"500 Rebecca Locks Apt. 336, Kamulu",Kamulu,Self-employed/Business owner,"30,001 - 50,000",40000,2024-08-23,Yes,45866.53,LOAN-001191-01,Utility Loan,49000,16.0,weekly,,12.0,56840.0,2025-11-02,,Completed,4736.67,52103.33,174.08,11,1,1,0,,Young Entrepreneur,No
CUST-001192,Mr. Jeffrey Flores,790***59,1990-03-08,35,Male,+254 *** *** 640,,"372 Roman Forest Suite 062, Nairobi",Nairobi,Self-employed/Business owner,"50,001 - 100,000",75000,2023-12-30,No,1318.03,LOAN-001192-01,Cash Loan,164000,18.5,weekly,,48.0,194340.0,2025-08-31,2026-01-25,Active,113365.0,80975.0,639.03,20,2,1,0,,Young Entrepreneur,No
CUST-001193,Frederick Harris,205***77,1999-03-16,26,Male,+254 *** *** 558,go***y@outlook.com,"880 Martin Spurs, Nairobi",Nairobi,Formally employed (contract),"10,000 - 20,000",15000,2023-12-08,Yes,29219.3,LOAN-001193-01,Business Capital Loan,50000,19.5,monthly,9.0,,59750.0,2025-08-13,2026-01-10,Active,33194.44,26555.56,1037.36,4,1,1,0,,Entry Level Worker,No
CUST-001194,Tommy Tucker,758***18,2004-11-07,21,Male,+254 *** *** 033,br***2@protonmail.com,"5142 Andrea Ford Suite 351, Mombasa Road",Mombasa Road,Formally employed (contract),"20,001 - 30,000",25000,2025-12-17,Yes,66248.45,LOAN-001194-01,Business Capital Loan,72000,19.5,monthly,6.0,,86040.0,2026-01-24,2026-02-23,Active,86040.0,0.0,0.0,0,0,2,0,,Entry Level Worker,No
CUST-001195,Kelly Harris,399***19,1989-02-08,37,Female,+254 *** *** 258,,"703 Joel Ridges, Kayole",Kayole,Formally employed (contract),"20,001 - 30,000",25000,2023-11-22,No,1379.52,LOAN-001195-01,Utility Loan,21000,16.0,weekly,,12.0,24360.0,2025-08-07,,Completed,2030.0,22330.0,203.94,11,1,2,2,"Cash Loan (184,000 KES) - Age limit exceeded; Emergency Loan (77,000 KES) - High debt-to-income ratio",Overburdened Family Person,No
CUST-001196,Joanna Cisneros,335***10,1999-01-12,27,Female,+254 *** *** 230,,"43754 Arroyo Turnpike, Nairobi",Nairobi,Formally employed (contract),"20,001 - 30,000",25000,2024-09-19,Yes,49756.26,LOAN-001196-01,Utility Loan,42000,16.0,weekly,,24.0,48720.0,2025-02-09,2025-07-13,Active,6090.0,42630.0,783.62,21,3,1,0,,Young Entrepreneur,No
CUST-001197,Olivia Good,816***35,1983-12-26,42,Female,+254 *** *** 173,lo***2@outlook.co.ke,"33707 Wagner Ranch, Kayole",Kayole,Formally employed (contract),"50,001 - 100,000",75000,2023-02-15,Yes,161905.57,LOAN-001197-01,Utility Loan,50000,16.0,monthly,6.0,,58000.0,2025-12-10,2026-01-09,Active,58000.0,0.0,329.75,0,1,1,0,,Stable Professional,No
CUST-001198,Brandon Branch,415***90,1995-07-31,30,Male,+254 *** *** 058,ta***0@mail.com,"26840 Roberson Port Apt. 522, Nairobi",Nairobi,Formally employed (contract),"50,001 - 100,000",75000,2024-11-22,Yes,14811.16,LOAN-001198-01,Emergency Loan,55000,22.0,monthly,3.0,,67100.0,2025-07-30,,Completed,22366.67,44733.33,4297.54,2,1,3,0,,Stable Professional,No
CUST-001199,Tina Taylor,838***39,1990-02-23,35,Female,+254 *** *** 834,yw***r@yahoo.co.ke,"38067 Robert Extensions, Mombasa Road",Mombasa Road,Formally employed (permanent),"Above 100,000",150000,2023-04-13,Yes,121929.41,LOAN-001199-01,Emergency Loan,54000,22.0,monthly,3.0,,65880.0,2025-10-05,,Completed,21960.0,43920.0,3729.6,2,1,1,0,,Stable Professional,No
CUST-001200,Jeanette Nichols,642***61,2002-05-27,23,Female,+254 *** *** 091,th***2@outlook.co.ke,"14290 Matthews Estate, Kayole",Kayole,Casual laborer,"10,000 - 20,000",15000,2023-08-24,No,105.02,LOAN-001200-01,School Fees Loan,41000,14.5,monthly,6.0,,46945.0,2025-03-12,,Completed,7824.17,39120.83,1418.81,5,1,1,1,"Emergency Loan (61,000 KES) - Poor credit history",Hustler/Casual Worker,No
CUST-001201,Kristen Richardson,886***52,1995-09-04,30,Female,+254 *** *** 960,,"6016 Chavez Plaza Apt. 826, Kamulu",Kamulu,Formally employed (contract),"50,001 - 100,000",75000,2023-09-23,No,4020.42,LOAN-001201-01,Cash Loan,63000,18.5,monthly,12.0,,74655.0,2025-07-26,,Completed,43548.75,31106.25,1001.01,5,1,2,0,,Young Entrepreneur,No
CUST-001202,Richard Nielsen,054***84,1993-07-07,32,Male,+254 *** *** 734,ro***n@outlook.com,"032 Martinez Trafficway, Kayole",Kayole,Formally employed (contract),"10,000 - 20,000",15000,2023-12-29,No,638.5,LOAN-001202-01,Business Capital Loan,60000,19.5,weekly,,36.0,71700.0,2025-11-19,2026-02-04,Active,51783.33,19916.67,298.61,10,1,2,0,,Hustler/Casual Worker,No
CUST-001203,Charles Phillips,444***67,2001-10-11,24,Male,+254 *** *** 142,,"3557 Roman Pass Suite 971, Mombasa Road",Mombasa Road,Formally employed (contract),"20,001 - 30,000",25000,2024-04-04,No,3869.34,LOAN-001203-01,Emergency Loan,28000,22.0,monthly,6.0,,34160.0,2025-11-10,2026-01-09,Active,28466.67,5693.33,921.95,1,1,1,0,,Hustler/Casual Worker,No
CUST-001204,Debra Gutierrez,327***52,1990-01-24,36,Female,+254 *** *** 717,fa***y@yahoo.com,"7039 Samuel Port, Kayole",Kayole,Formally employed (contract),"30,001 - 50,000",40000,2024-10-16,Yes,36199.06,LOAN-001204-01,School Fees Loan,22000,14.5,weekly,,12.0,25190.0,2025-02-09,,Written Off,15596.01,9593.99,14694.17,5,7,1,0,,Overburdened Family Person,Yes
CUST-001205,Keith Taylor,751***63,1984-03-24,41,Male,+254 *** *** 905,cm***z@icloud.com,"8983 Chavez Stravenue, Kamulu",Kamulu,Formally employed (contract),"30,001 - 50,000",40000,2025-04-24,Yes,93281.02,LOAN-001205-01,Cash Loan,157000,18.5,monthly,3.0,,186045.0,2025-11-29,2026-01-28,Active,124030.0,62015.0,2147.13,1,1,1,0,,Stable Professional,No
CUST-001206,Michael Mendoza,782***17,1990-12-18,35,Male,+254 *** *** 444,,"480 Richardson Fords Suite 980, Nairobi",Nairobi,Self-employed/Business owner,"50,001 - 100,000",75000,2023-10-23,No,3326.33,LOAN-001206-01,Emergency Loan,92000,22.0,weekly,,24.0,112240.0,2025-11-12,2025-12-24,Overdue,93352.72,18887.28,32736.67,5,7,4,0,,Overburdened Family Person,Yes
CUST-001207,Joseph Campbell,329***58,1984-12-01,41,Male,+254 *** *** 280,ma***t@aol.com,"435 Russell Green, Kayole",Kayole,Formally employed (contract),"50,001 - 100,000",75000,2024-08-28,No,4577.65,LOAN-001207-01,Business Capital Loan,141000,19.5,weekly,,48.0,168495.0,2026-01-07,2026-02-04,Active,157964.06,10530.94,298.86,3,1,1,2,"Cash Loan (131,000 KES) - Insufficient income; Business Capital Loan (88,000 KES) - Insufficient income",Overburdened Family Person,No
CUST-001208,Logan Lee,339***26,2002-04-23,23,Male,+254 *** *** 169,,"90711 Hale Pine Apt. 002, Nairobi",Nairobi,Formally employed (contract),"10,000 - 20,000",15000,2024-09-21,No,2768.04,LOAN-001208-01,Cash Loan,44000,18.5,weekly,,12.0,52140.0,2026-01-29,2026-02-05,Active,52140.0,0.0,0.0,0,0,2,2,"School Fees Loan (91,000 KES) - Incomplete documentation; School Fees Loan (31,000 KES) - Loan amount too high",Entry Level Worker,No
CUST-001209,Richard Moss,836***43,1989-03-27,36,Male,+254 *** *** 314,jo***7@outlook.com,"649 Todd Track Suite 154, Nairobi",Nairobi,Formally employed (permanent),"Above 100,000",150000,2025-12-10,Yes,174258.74,LOAN-001209-01,Utility Loan,50000,16.0,weekly,,12.0,58000.0,2025-12-15,2026-02-02,Active,29000.0,29000.0,309.23,6,1,3,0,,Stable Professional,No
CUST-001210,Janet Weiss,623***06,1999-05-02,26,Female,+254 *** *** 821,,"48553 Gregory Via Suite 784, Nairobi",Nairobi,Self-employed/Business owner,"10,000 - 20,000",15000,2024-01-27,Yes,31069.16,LOAN-001210-01,School Fees Loan,72000,14.5,weekly,,24.0,82440.0,2025-12-23,2026-02-03,Active,65265.0,17175.0,350.21,5,1,2,2,"Utility Loan (23,000 KES) - Insufficient income; Utility Loan (17,000 KES) - High debt-to-income ratio",Hustler/Casual Worker,No
CUST-001211,Jessica Andrade,344***80,1988-12-19,37,Female,+254 *** *** 684,jo***l@gmail.co.ke,"74865 Mark Route, Nairobi",Nairobi,Formally employed (contract),"50,001 - 100,000",75000,2025-02-02,Yes,194121.34,LOAN-001211-01,School Fees Loan,67000,14.5,monthly,3.0,,76715.0,2025-08-07,,Completed,25571.67,51143.33,4540.33,2,1,3,0,,Stable Professional,No
CUST-001212,Norman Brown,830***34,1994-11-05,31,Male,+254 *** *** 304,,"850 Davis Junctions, Nairobi",Nairobi,Self-employed/Business owner,"30,001 - 50,000",40000,2024-12-21,No,1511.2,LOAN-001212-01,Emergency Loan,96000,22.0,monthly,6.0,,117120.0,2026-01-12,2026-02-11,Active,117120.0,0.0,0.0,0,0,3,0,,Young Entrepreneur,No
CUST-001213,Donald Webster,596***17,1980-03-16,45,Male,+254 *** *** 473,,"260 Travis Trafficway Apt. 056, Mombasa Road",Mombasa Road,Formally employed (permanent),"30,001 - 50,000",40000,2023-07-17,Yes,16098.47,LOAN-001213-01,Utility Loan,46000,16.0,weekly,,24.0,53360.0,2025-12-07,2026-02-01,Active,37796.67,15563.33,301.81,7,1,2,0,,Overburdened Family Person,No
CUST-001214,Emily Allen,045***31,1981-08-01,44,Female,+254 *** *** 749,ba***s@hotmail.com,"3203 Charles Extension, Nairobi",Nairobi,Self-employed/Business owner,"50,001 - 100,000",75000,2025-03-09,Yes,194829.24,LOAN-001214-01,Utility Loan,35000,16.0,monthly,6.0,,40600.0,2026-02-04,2026-03-06,Active,40600.0,0.0,0.0,0,0,3,0,,Overburdened Family Person,No
CUST-001215,Holly Martin,118***17,1980-03-05,45,Female,+254 *** *** 991,sm***e@icloud.com,"96952 Sandra Stravenue, Nairobi",Nairobi,Formally employed (contract),"20,001 - 30,000",25000,2024-07-23,No,3768.08,LOAN-001215-01,Utility Loan,28000,16.0,weekly,,24.0,32480.0,2025-10-31,,Completed,16240.0,16240.0,260.17,12,1,2,0,,Overburdened Family Person,No
CUST-001216,Cathy Robles,220***61,1987-02-24,38,Female,+254 *** *** 678,cd***y@outlook.com,"8645 Amanda Terrace, Nairobi",Nairobi,Self-employed/Business owner,"10,000 - 20,000",15000,2023-06-24,No,4393.02,LOAN-001216-01,Emergency Loan,79000,22.0,monthly,6.0,,96380.0,2025-12-04,2026-02-02,Active,80316.67,16063.33,350.08,1,1,3,0,,Hustler/Casual Worker,No
CUST-001217,John Dickerson,648***70,1992-01-14,34,Male,+254 *** *** 633,pe***a@yandex.com,"37837 Estes Spring Apt. 671, Kayole",Kayole,Self-employed/Business owner,"30,001 - 50,000",40000,2024-09-08,Yes,66891.52,LOAN-001217-01,Utility Loan,33000,16.0,weekly,,12.0,38280.0,2025-05-03,,Defaulted,19314.28,18965.72,19140.0,6,6,3,0,,Young Entrepreneur,Yes
CUST-001218,Allison Flynn,863***81,1990-06-04,35,Female,+254 *** *** 164,da***1@yahoo.co.ke,"90712 Lisa Branch Suite 539, Nairobi",Nairobi,Self-employed/Business owner,"50,001 - 100,000",75000,2025-05-29,Yes,164326.23,LOAN-001218-01,School Fees Loan,75000,14.5,weekly,,12.0,85875.0,2025-08-19,,Completed,14312.5,71562.5,434.64,10,2,3,0,,Young Entrepreneur,No
CUST-001219,Patrick Morris,567***07,1997-04-27,28,Male,+254 *** *** 657,,"69392 Christopher Estate, Nairobi",Nairobi,Self-employed/Business owner,"30,001 - 50,000",40000,2025-04-28,Yes,6673.12,LOAN-001219-01,Business Capital Loan,60000,19.5,monthly,6.0,,71700.0,2025-06-29,,Completed,11950.0,59750.0,2332.76,5,1,1,0,,Young Entrepreneur,No
CUST-001220,Rachel Powell,170***50,2002-04-25,23,Female,+254 *** *** 774,gr***y@yahoo.co.uk,"026 Hernandez Plaza Suite 657, Nairobi",Nairobi,Formally employed (contract),"10,000 - 20,000",15000,2024-03-24,Yes,11048.76,LOAN-001220-01,Cash Loan,77000,18.5,monthly,6.0,,91245.0,2025-04-24,,Defaulted,52189.12,39055.88,45622.5,3,3,1,0,,Entry Level Worker,Yes
CUST-001221,Jessica Hunt,662***93,1983-09-01,42,Female,+254 *** *** 022,ob***n@yahoo.co.uk,"739 Brewer Plains Suite 029, Nairobi",Nairobi,Formally employed (permanent),"50,001 - 100,000",75000,2024-03-28,Yes,178933.65,LOAN-001221-01,Business Capital Loan,229000,19.5,weekly,,24.0,273655.0,2025-04-12,,Defaulted,194055.71,79599.29,193838.96,7,17,1,0,,Stable Professional,Yes
CUST-001222,Brian Sheppard,183***91,1999-09-22,26,Male,+254 *** *** 019,fe***c@yahoo.com,"56740 Salazar Overpass Suite 206, Kamulu",Kamulu,Self-employed/Business owner,"30,001 - 50,000",40000,2025-02-02,Yes,100691.72,LOAN-001222-01,Business Capital Loan,102000,19.5,weekly,,48.0,121890.0,2025-08-28,2026-01-08,Active,76181.25,45708.75,1043.87,18,4,2,0,,Young Entrepreneur,No
CUST-001223,David Tran,963***34,1991-05-19,34,Male,+254 *** *** 485,,"33442 Amber Coves Apt. 933, Nairobi",Nairobi,Formally employed (contract),"50,001 - 100,000",75000,2023-02-13,Yes,130797.61,LOAN-001223-01,Emergency Loan,59000,22.0,weekly,,24.0,71980.0,2025-12-21,2026-01-04,Overdue,69256.85,2723.15,14995.83,1,5,2,0,,Stable Professional,Yes
CUST-001224,Joseph Hernandez,844***73,1991-01-29,35,Male,+254 *** *** 347,,"683 Jill Rest Apt. 783, Kayole",Kayole,Formally employed (permanent),"50,001 - 100,000",75000,2024-11-15,Yes,65741.01,LOAN-001224-01,Utility Loan,31000,16.0,monthly,3.0,,35960.0,2025-12-11,,Defaulted,35960.0,0.0,11986.67,0,1,2,0,,Overburdened Family Person,Yes
CUST-001225,Brian Bryant DDS,716***39,1995-07-06,30,Male,+254 *** *** 726,,"97648 Erin Trafficway, Nairobi",Nairobi,Formally employed (permanent),"Above 100,000",150000,2023-02-08,Yes,188201.39,LOAN-001225-01,Emergency Loan,61000,22.0,weekly,,12.0,74420.0,2025-06-02,2025-08-25,Active,6201.67,68218.33,165.45,11,1,2,0,,Stable Professional,No
CUST-001226,Daniel Hall,138***47,1997-08-06,28,Male,+254 *** *** 968,gr***2@aol.com,"42256 Smith Forks, Kayole",Kayole,Self-employed/Business owner,"20,001 - 30,000",25000,2024-06-03,Yes,21229.91,LOAN-001226-01,Cash Loan,189000,18.5,weekly,,36.0,223965.0,2025-05-17,,Completed,24885.0,199080.0,3436.93,32,4,1,0,,Young Entrepreneur,No
CUST-001227,Michael Rocha,733***05,1996-10-01,29,Male,+254 *** *** 876,od***y@yahoo.co.ke,"992 Johnson Lights, Nairobi",Nairobi,Formally employed (contract),"20,001 - 30,000",25000,2023-10-29,No,2818.58,LOAN-001227-01,Cash Loan,83000,18.5,weekly,,36.0,98355.0,2025-03-16,,Written Off,63935.93,34419.07,57373.75,15,21,2,0,,Hustler/Casual Worker,Yes
CUST-001228,Victor Smith,592***08,1973-12-02,52,Male,+254 *** *** 757,,"43381 Dominique Forks, Nairobi",Nairobi,Casual laborer,"20,001 - 30,000",25000,2025-03-12,Yes,58398.32,LOAN-001228-01,Business Capital Loan,62000,22.5,monthly,6.0,,75950.0,2025-06-14,,Defaulted,44856.37,31093.63,37975.0,3,3,2,2,"Utility Loan (18,000 KES) - Incomplete documentation; School Fees Loan (36,000 KES) - Age limit exceeded",Hustler/Casual Worker,Yes
CUST-001229,Lisa Ramsey,970***73,1997-09-06,28,Female,+254 *** *** 289,vi***6@gmail.com,"41244 Thomas Port, Mwea",Mwea,Formally employed (contract),"20,001 - 30,000",25000,2025-05-05,No,355.07,LOAN-001229-01,Business Capital Loan,72000,19.5,weekly,,24.0,86040.0,2025-12-18,2026-01-22,Overdue,72921.76,13118.24,7170.0,4,2,1,2,"Utility Loan (39,000 KES) - Age limit exceeded; Utility Loan (43,000 KES) - Insufficient income",Entry Level Worker,Yes
CUST-001230,Travis Jacobson,921***91,2003-09-11,22,Male,+254 *** *** 843,er***8@yahoo.co.ke,"718 Freeman Bypass Apt. 710, Nairobi",Nairobi,Formally employed (contract),"30,001 - 50,000",40000,2024-04-09,Yes,47458.97,LOAN-001230-01,Emergency Loan,43000,22.0,monthly,6.0,,52460.0,2025-06-24,2025-12-21,Active,8743.33,43716.67,323.44,5,1,1,0,,Entry Level Worker,No
CUST-001231,Tyler Jones,277***96,1990-07-18,35,Male,+254 *** *** 680,,"4998 Ronald Mountain Apt. 249, Nairobi",Nairobi,Formally employed (permanent),"30,001 - 50,000",40000,2024-10-11,Yes,1384.1,LOAN-001231-01,Emergency Loan,64000,22.0,monthly,3.0,,78080.0,2025-03-07,2025-06-05,Active,26026.67,52053.33,255.0,2,1,1,0,,Stable Professional,No
CUST-001232,Stephanie Mueller,196***61,1997-12-03,28,Female,+254 *** *** 629,ma***y@yahoo.com,"1699 Harper Ports Suite 011, Nairobi",Nairobi,Formally employed (contract),"20,001 - 30,000",25000,2025-02-14,Yes,16465.17,LOAN-001232-01,School Fees Loan,109000,14.5,weekly,,36.0,124805.0,2025-07-26,,Completed,41601.67,83203.33,1563.88,24,3,3,0,,Young Entrepreneur,No
CUST-001233,Joel Pitts,728***68,1981-10-25,44,Male,+254 *** *** 524,da***z@yahoo.co.uk,"17534 Maddox Mission Suite 352, Kayole",Kayole,Formally employed (contract),"50,001 - 100,000",75000,2024-04-12,Yes,219714.88,LOAN-001233-01,Utility Loan,50000,16.0,weekly,,24.0,58000.0,2025-04-09,,Completed,2416.67,55583.33,456.6,23,1,1,0,,Stable Professional,No
CUST-001234,Jennifer Grant,208***00,1977-07-25,48,Female,+254 *** *** 269,,"151 Bradley Forge, Kamulu",Kamulu,Formally employed (permanent),"30,001 - 50,000",40000,2024-07-05,No,2945.75,LOAN-001234-01,Emergency Loan,25000,22.0,monthly,3.0,,30500.0,2025-11-25,2026-01-24,Active,20333.33,10166.67,1607.7,1,1,1,0,,Overburdened Family Person,No
CUST-001235,Ian Rodriguez,986***18,1990-10-11,35,Male,+254 *** *** 254,li***1@protonmail.com,"7671 Richards Plains Suite 264, Kamulu",Kamulu,Casual laborer,"20,001 - 30,000",25000,2025-08-08,No,4456.77,LOAN-001235-01,Emergency Loan,24000,22.0,monthly,6.0,,29280.0,2025-12-11,2026-01-10,Active,29280.0,0.0,506.43,0,1,1,0,,Hustler/Casual Worker,No
CUST-001236,Madison Solis,299***50,1989-07-25,36,Female,+254 *** *** 020,it***s@aol.com,"047 Elizabeth Meadows Suite 710, Nairobi",Nairobi,Formally employed (permanent),"50,001 - 100,000",75000,2023-09-15,Yes,212810.55,LOAN-001236-01,Utility Loan,50000,16.0,weekly,,12.0,58000.0,2025-08-16,,Completed,4833.33,53166.67,341.86,11,1,1,2,"School Fees Loan (111,000 KES) - Loan amount too high; School Fees Loan (98,000 KES) - Loan amount too high",Stable Professional,No
CUST-001237,Paul Porter,956***68,2001-03-09,24,Male,+254 *** *** 836,,"02919 Coleman Rapids, Kayole",Kayole,Formally employed (contract),"20,001 - 30,000",25000,2025-03-24,No,3350.64,LOAN-001237-01,Emergency Loan,89000,22.0,monthly,6.0,,108580.0,2025-07-03,2025-12-30,Active,18096.67,90483.33,2386.43,5,1,3,0,,Hustler/Casual Worker,No
CUST-001238,John Wright,105***01,1984-07-28,41,Male,+254 *** *** 486,an***m@gmail.com,"578 Green Track Apt. 554, Kayole",Kayole,Formally employed (contract),"30,001 - 50,000",40000,2023-09-18,Yes,52371.52,LOAN-001238-01,Business Capital Loan,119000,19.5,monthly,6.0,,142205.0,2025-08-05,,Defaulted,85301.81,56903.19,71102.5,3,3,1,1,"Utility Loan (13,000 KES) - Too many existing loans",Overburdened Family Person,Yes
CUST-001239,Cynthia Romero,410***98,1996-09-19,29,Female,+254 *** *** 762,wa***n@mail.com,"32295 Gomez Grove Apt. 077, Nairobi",Nairobi,Casual laborer,"Below 10,000",7500,2023-09-25,No,1507.11,LOAN-001239-01,Utility Loan,16000,16.0,monthly,6.0,,18560.0,2025-05-13,,Completed,3093.33,15466.67,373.7,5,1,1,0,,Hustler/Casual Worker,No
CUST-001240,Cynthia Hammond,906***94,1975-12-29,50,Female,+254 *** *** 738,ji***y@mail.com,"41099 Morgan Brook Suite 544, Kayole",Kayole,Formally employed (contract),"10,000 - 20,000",15000,2024-11-16,No,3332.04,LOAN-001240-01,Business Capital Loan,57000,22.5,weekly,,48.0,69825.0,2025-09-28,,Completed,46550.0,23275.0,291.52,16,2,2,0,,Hustler/Casual Worker,No
CUST-001241,Catherine Mitchell,145***10,2002-03-17,23,Female,+254 *** *** 980,,"5988 Joseph Trace, Nairobi",Nairobi,Formally employed (contract),"20,001 - 30,000",25000,2024-04-18,Yes,13763.47,LOAN-001241-01,Emergency Loan,78000,22.0,weekly,,12.0,95160.0,2025-02-15,2025-05-03,Active,15860.0,79300.0,179.64,10,2,3,0,,Entry Level Worker,No
CUST-001242,Thomas Lewis,446***96,1993-07-01,32,Male,+254 *** *** 839,el***y@outlook.com,"15878 Monroe Drive Apt. 494, Kayole",Kayole,Formally employed (permanent),"30,001 - 50,000",40000,2023-12-16,Yes,112030.4,LOAN-001242-01,Emergency Loan,82000,22.0,monthly,3.0,,100040.0,2025-07-18,,Completed,33346.67,66693.33,642.13,2,1,1,0,,Stable Professional,No
CUST-001243,Juan Gonzalez,149***94,1988-08-14,37,Male,+254 *** *** 530,,"14368 Bradley Flats Suite 875, Kayole",Kayole,Self-employed/Business owner,"10,000 - 20,000",15000,2023-06-19,No,199.52,LOAN-001243-01,School Fees Loan,76000,14.5,weekly,,36.0,87020.0,2025-09-23,,Defaulted,64925.81,22094.19,21755.0,10,9,2,0,,Hustler/Casual Worker,Yes
CUST-001244,Christina Hall,904***04,2004-03-23,21,Female,+254 *** *** 171,,"6051 Buchanan Ramp, Mombasa Road",Mombasa Road,Formally employed (contract),"30,001 - 50,000",40000,2023-05-05,No,944.61,LOAN-001244-01,Cash Loan,57000,18.5,monthly,12.0,,67545.0,2025-07-08,,Completed,33772.5,33772.5,985.71,6,1,4,0,,Entry Level Worker,No
CUST-001245,Jillian Townsend,938***13,1994-07-02,31,Female,+254 *** *** 436,we***a@yahoo.co.ke,"00892 Cathy Port Apt. 553, Nairobi",Nairobi,Formally employed (contract),"50,001 - 100,000",75000,2023-12-12,Yes,84221.92,LOAN-001245-01,Cash Loan,42000,18.5,weekly,,12.0,49770.0,2025-06-29,,Completed,4147.5,45622.5,249.52,11,1,1,0,,Young Entrepreneur,No
CUST-001246,Stephanie Ramirez,407***16,1996-05-23,29,Female,+254 *** *** 883,ws***h@yahoo.com,"25177 Jackson Creek Apt. 098, Nairobi",Nairobi,Casual laborer,"10,000 - 20,000",15000,2025-09-22,No,3507.8,LOAN-001246-01,Utility Loan,49000,16.0,weekly,,12.0,56840.0,2025-12-16,,Defaulted,42657.06,14182.94,18946.67,3,4,1,0,,Hustler/Casual Worker,Yes
CUST-001247,Lisa Osborne,714***17,1996-11-28,29,Female,+254 *** *** 499,,"069 Charles Springs, Mombasa Road",Mombasa Road,Formally employed (contract),"20,001 - 30,000",25000,2025-05-29,Yes,58744.79,LOAN-001247-01,Cash Loan,81000,18.5,weekly,,48.0,95985.0,2025-09-13,,Defaulted,76237.97,19747.03,19996.88,10,10,3,0,,Hustler/Casual Worker,Yes
CUST-001248,Margaret Schwartz,162***80,1988-08-06,37,Female,+254 *** *** 569,mc***y@protonmail.com,"01376 Patterson Parkway Suite 962, Kamulu",Kamulu,Formally employed (permanent),"50,001 - 100,000",75000,2025-10-24,Yes,138006.03,LOAN-001248-01,School Fees Loan,107000,14.5,monthly,3.0,,122515.0,2025-12-19,2026-01-18,Active,122515.0,0.0,306.87,0,1,1,2,"Cash Loan (94,000 KES) - Poor credit history; Business Capital Loan (252,000 KES) - Poor credit history",Stable Professional,No
CUST-001249,Catherine Garcia,240***16,1988-05-16,37,Female,+254 *** *** 474,ch***a@protonmail.com,"830 Bowman Dale, Kayole",Kayole,Casual laborer,"10,000 - 20,000",15000,2023-02-15,No,2432.82,LOAN-001249-01,Utility Loan,32000,16.0,weekly,,24.0,37120.0,2025-04-05,2025-09-13,Active,3093.33,34026.67,55.96,22,2,1,0,,Hustler/Casual Worker,No
CUST-001250,Randall Wood,896***61,1980-09-05,45,Male,+254 *** *** 316,wa***8@mail.com,"458 Andrea Burgs, Nairobi",Nairobi,Formally employed (contract),"30,001 - 50,000",40000,2023-10-31,No,2920.4,LOAN-001250-01,Emergency Loan,50000,22.0,monthly,6.0,,61000.0,2025-09-05,,Defaulted,31393.97,29606.03,20333.33,3,2,1,0,,Overburdened Family Person,Yes
CUST-001251,Brian Glover,014***50,1987-04-02,38,Male,+254 *** *** 914,sc***5@yandex.com,"147 Valerie Fords, Nairobi",Nairobi,Formally employed (permanent),"Above 100,000",150000,2023-12-20,Yes,63159.46,LOAN-001251-01,Emergency Loan,62000,22.0,weekly,,12.0,75640.0,2025-04-15,2025-07-08,Active,6303.33,69336.67,986.1,11,1,2,0,,Stable Professional,No
CUST-001252,Thomas Hartman,543***00,1998-12-03,27,Male,+254 *** *** 260,,"90577 Hart Point Apt. 109, Mombasa Road",Mombasa Road,Formally employed (permanent),"20,001 - 30,000",25000,2025-02-18,No,644.07,LOAN-001252-01,Utility Loan,46000,16.0,weekly,,12.0,53360.0,2026-01-09,2026-01-30,Active,44466.67,8893.33,882.04,2,1,2,0,,Entry Level Worker,No
CUST-001253,Daniel Brown,499***78,1989-01-25,37,Male,+254 *** *** 771,li***6@yahoo.com,"62894 Jacob Ports, Kayole",Kayole,Formally employed (permanent),"Above 100,000",150000,2024-07-17,Yes,232945.65,LOAN-001253-01,Emergency Loan,94000,22.0,monthly,6.0,,114680.0,2025-12-31,2026-01-30,Active,114680.0,0.0,1648.93,0,1,1,0,,Stable Professional,No
